,Input_0,Adenosine_0,Cortex_0,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27,Cortex_28,Cortex_29,Cortex_30,Cortex_31,Cortex_32,Cortex_33,Cortex_34,Cortex_35,Cortex_36,Cortex_37,Cortex_38,Cortex_39,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,SNc_0,SNc_1,SNc_2,SNc_3,SNc_4,SNc_5,GPe_0,GPe_1,GPe_2,GPe_3,GPe_4,GPe_5,SNr_0,SNr_1,SNr_2,SNr_3,SNr_4,SNr_5,SNr_6,SNr_7,Thalamus_0,Thalamus_1,Thalamus_2,Thalamus_3,Thalamus_4,Thalamus_5,Thalamus_6,Thalamus_7,Thalamus_8,Thalamus_9,Thalamus_10,Thalamus_11,Thalamus_12,Thalamus_13,Thalamus_14,Thalamus_15,Thalamus_16,Thalamus_17,Thalamus_18,Thalamus_19,Medulla_0,Medulla_1,Medulla_2,Medulla_3,Output_0
Cortex_8,0.028809,0.000000,0.081192,0.340987,0.117240,0.204093,0.265591,0.061952,0.084828,0.000000,0.000000,0.000000,0.048149,0.000000,0.147212,0.150904,0.129877,0.013701,0.000000,0.064025,0.105030,0.066816,-0.090923,-0.092888,-0.000000,-0.094221,-0.000000,-0.000000,-0.099682,-0.000000,-0.080444,-0.000000,-0.118583,-0.106374,-0.000000,-0.101898,-0.000000,-0.082891,-0.000000,-0.098785,-0.098264,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020021,0.031253,0.039566,0.055510,0.066351,0.000000,0.016575,0.027106,0.035442,0.094411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_9,0.509662,0.000000,0.040799,0.000000,0.079188,0.187674,0.006080,0.000000,0.070368,0.066523,0.182206,0.000000,0.175575,0.002609,0.000000,0.000000,0.067668,0.202737,0.046304,0.075015,0.170553,0.031202,-0.070637,-0.070259,-0.000000,-0.000000,-0.076400,-0.000000,-0.061681,-0.051473,-0.000000,-0.059078,-0.055648,-0.059852,-0.063840,-0.000000,-0.071129,-0.065922,-0.072606,-0.000000,-0.091390,-0.072585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028888,0.027424,0.025618,0.054038,0.056611,0.054591,0.049831,0.045467,0.066985,0.052555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_10,1.604088,0.000000,0.169285,0.000000,0.000000,0.002299,0.175608,0.166735,0.031817,0.066368,0.106604,0.000000,0.000000,0.095905,0.000000,0.028305,0.000000,0.031918,0.102470,0.046590,0.095648,0.000000,-0.000000,-0.113537,-0.000000,-0.083686,-0.078337,-0.000000,-0.080790,-0.068986,-0.065532,-0.074848,-0.000000,-0.078398,-0.085503,-0.092262,-0.000000,-0.096633,-0.074886,-0.000000,-0.000000,-0.070652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_11,0.600008,0.000000,0.000000,0.004327,0.174050,0.095523,0.008768,0.006653,0.015795,0.022242,0.000000,0.090844,0.035996,0.000000,0.000000,0.000000,0.000000,0.000000,0.069626,0.030312,0.074341,0.045692,-0.000000,-0.000000,-0.000000,-0.079541,-0.000000,-0.072208,-0.000000,-0.000000,-0.064106,-0.083337,-0.070735,-0.000000,-0.055505,-0.069049,-0.060505,-0.000000,-0.070688,-0.000000,-0.079000,-0.060807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_12,1.092319,0.000000,0.031513,0.017730,0.000000,0.152331,0.049120,0.130477,0.049033,0.045064,0.000000,0.000000,0.016542,0.000000,0.000000,0.000000,0.118354,0.015023,0.182941,0.050854,0.053236,0.005471,-0.078079,-0.092778,-0.069077,-0.083244,-0.087669,-0.000000,-0.092362,-0.070680,-0.000000,-0.000000,-0.076400,-0.082312,-0.066965,-0.080953,-0.000000,-0.085128,-0.000000,-0.071861,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_13,0.817184,0.000000,0.015917,0.012801,0.067130,0.096423,0.000000,0.020222,0.105402,0.023700,0.031811,0.000000,0.078765,0.068421,0.039979,0.000000,0.289747,0.175984,0.000000,0.088032,0.255541,0.101641,-0.000000,-0.112048,-0.093564,-0.000000,-0.000000,-0.000000,-0.000000,-0.095965,-0.000000,-0.000000,-0.109524,-0.097803,-0.115366,-0.000000,-0.099870,-0.000000,-0.102468,-0.109081,-0.119260,-0.095556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_14,0.271402,0.000000,0.000000,0.000489,0.000000,0.060805,0.012181,0.173084,0.000000,0.058045,0.065747,0.121494,0.000000,0.046624,0.000000,0.000000,0.000000,0.276350,0.122670,0.120643,0.009338,0.052710,-0.000000,-0.000000,-0.086846,-0.000000,-0.000000,-0.000000,-0.083178,-0.000000,-0.099802,-0.077516,-0.099579,-0.000000,-0.085229,-0.077852,-0.082663,-0.109007,-0.076596,-0.100846,-0.000000,-0.071714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_15,2.258402,0.000000,0.000000,0.021400,0.000000,0.051965,0.000000,0.123463,0.100640,0.052656,0.054177,0.088362,0.211916,0.000000,0.035732,0.011636,0.000000,0.000000,0.000000,0.040339,0.161857,0.000000,-0.000000,-0.000000,-0.000000,-0.064900,-0.000000,-0.000000,-0.066921,-0.079191,-0.071515,-0.000000,-0.000000,-0.000000,-0.066159,-0.071613,-0.064174,-0.000000,-0.086225,-0.063050,-0.056394,-0.055540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_16,0.489343,0.000000,0.044436,0.102689,0.003197,0.025636,0.020139,0.000000,0.007028,0.013034,0.156071,0.000000,0.043792,0.197056,0.029921,0.010541,0.000000,0.000000,0.000000,0.044083,0.000000,0.127256,-0.085666,-0.000000,-0.051677,-0.000000,-0.000000,-0.066302,-0.076302,-0.076764,-0.058465,-0.076020,-0.000000,-0.099967,-0.119789,-0.000000,-0.067434,-0.061952,-0.069908,-0.084953,-0.061588,-0.078852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_17,-0.021511,0.000000,0.029334,0.000000,0.000000,0.000000,0.067024,0.143116,0.019424,0.183433,0.226625,0.105632,0.082847,0.054757,0.049281,0.000000,0.000000,0.137626,0.000000,0.000000,0.000000,0.035712,-0.000000,-0.096314,-0.000000,-0.106006,-0.000000,-0.083162,-0.000000,-0.069783,-0.072310,-0.084853,-0.089067,-0.082297,-0.000000,-0.111871,-0.079784,-0.000000,-0.080894,-0.076385,-0.000000,-0.078118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_18,-0.016230,0.000000,0.000000,0.002621,0.044424,0.218146,0.210467,0.039908,0.081971,0.000000,0.000000,0.106301,0.004217,0.107655,0.098189,0.000000,0.023154,0.115939,0.007784,0.044797,0.000000,0.060501,-0.000000,-0.134490,-0.000000,-0.084436,-0.085862,-0.079705,-0.000000,-0.000000,-0.076550,-0.102147,-0.079332,-0.000000,-0.091772,-0.084766,-0.000000,-0.077597,-0.000000,-0.000000,-0.000000,-0.086172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_19,0.680880,0.000000,0.042315,0.131071,0.033422,0.043406,0.117118,0.000000,0.159403,0.025678,0.118554,0.142121,0.011251,0.003479,0.122193,0.055276,0.000000,0.013719,0.073383,0.000000,0.070496,0.000000,-0.091881,-0.104448,-0.073076,-0.099173,-0.085732,-0.000000,-0.000000,-0.079675,-0.095324,-0.000000,-0.082319,-0.096296,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.083143,-0.083431,-0.099608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_20,1.019803,0.000000,0.026987,0.053441,0.000000,0.108528,0.081017,0.000000,0.000000,0.096160,0.061167,0.064723,0.066080,0.000000,0.061782,0.000000,0.074445,0.150624,0.086890,0.051081,0.101833,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001362,0.000000,0.000000,0.000000,0.000000,0.000000,0.047735,0.006866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_21,0.807590,0.000000,0.000000,0.033228,0.051210,0.041195,0.092165,0.033620,0.034829,0.000000,0.040390,0.061979,0.000000,0.000000,0.000000,0.071181,0.000000,0.109849,0.060838,0.000000,0.037035,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043342,0.000000,0.000000,0.000000,0.000000,0.007539,0.023943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_22,1.032732,0.000000,0.000000,0.085060,0.141033,0.039441,0.085736,0.045119,0.000000,0.000000,0.094595,0.050216,0.073659,0.072638,0.000000,0.070019,0.000000,0.120694,0.000000,0.044755,0.053282,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040300,0.041601,0.000000,0.005067,0.084866,0.000000,0.002968,0.046690,0.043659,0.011514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_23,0.974343,0.000000,0.019834,0.039259,0.058941,0.037738,0.053377,0.000000,0.042795,0.000000,0.045057,0.000000,0.079039,0.091470,0.131404,0.139380,0.096780,0.000000,0.070841,0.041678,0.064581,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_24,1.876309,0.000000,0.012974,0.030187,0.000000,0.000000,0.000000,0.000000,0.000000,0.054982,0.034732,0.045751,0.082800,0.051212,0.053760,0.000000,0.091789,0.064945,0.106872,0.000000,0.068509,0.048246,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057085,0.000000,0.000000,0.000000,0.000000,0.000000,0.006270,0.000000,0.007590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_25,0.238182,0.000000,0.022868,0.075732,0.052317,0.026634,0.000000,0.000000,0.052048,0.040525,0.029778,0.000000,0.000000,0.000000,0.055402,0.062052,0.000000,0.061691,0.098229,0.094422,0.059382,0.058573,-0.000000,-0.000000,-0.006472,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.004266,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.001633,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009836,0.007391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_26,2.398702,0.000000,0.021663,0.044614,0.085171,0.059162,0.000000,0.029576,0.044261,0.045161,0.095355,0.038528,0.075209,0.068197,0.000000,0.062731,0.053591,0.073573,0.082471,0.034296,0.000000,0.077149,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_27,0.455199,0.000000,0.061249,0.092955,0.103638,0.122872,0.061313,0.049032,0.000000,0.000000,0.098267,0.060061,0.000000,0.108322,0.085875,0.076996,0.000000,0.082154,0.000000,0.077221,0.050021,0.062953,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018488,0.000000,0.000000,0.000000,0.014764,0.053471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_28,0.408562,0.000000,0.078636,0.111103,0.091938,0.000000,0.088479,0.079223,0.054658,0.079301,0.066920,0.084082,0.000000,0.111720,0.149453,0.000000,0.079846,0.075874,0.095473,0.110723,0.103251,0.073327,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010763,0.086289,0.000000,0.014973,0.000000,0.000000,0.000000,0.000000,0.036155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_29,0.490606,0.000000,0.021664,0.043155,0.040854,0.000000,0.056454,0.024987,0.036217,0.046585,0.000000,0.059434,0.081112,0.087600,0.000000,0.077589,0.000000,0.103773,0.000000,0.025952,0.052366,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_30,0.934139,0.000000,0.052142,0.052051,0.079976,0.047520,0.076750,0.062217,0.034043,0.060738,0.056149,0.000000,0.000000,0.068871,0.078739,0.084970,0.080316,0.112060,0.000000,0.063263,0.000000,0.089165,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046098,0.020065,0.000000,0.025888,0.000000,0.000000,0.000243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
