,Input_0,Adenosine_0,Cortex_0,Cortex_1,Cortex_2,Cortex_3,Cortex_4,Cortex_5,Cortex_6,Cortex_7,Cortex_8,Cortex_9,Cortex_10,Cortex_11,Cortex_12,Cortex_13,Cortex_14,Cortex_15,Cortex_16,Cortex_17,Cortex_18,Cortex_19,Cortex_20,Cortex_21,Cortex_22,Cortex_23,Cortex_24,Cortex_25,Cortex_26,Cortex_27,Cortex_28,Cortex_29,Cortex_30,Cortex_31,Cortex_32,Cortex_33,Cortex_34,Cortex_35,Cortex_36,Cortex_37,Cortex_38,Cortex_39,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,SNc_0,SNc_1,SNc_2,SNc_3,SNc_4,SNc_5,GPe_0,GPe_1,GPe_2,GPe_3,GPe_4,GPe_5,SNr_0,SNr_1,SNr_2,SNr_3,SNr_4,SNr_5,SNr_6,SNr_7,Thalamus_0,Thalamus_1,Thalamus_2,Thalamus_3,Thalamus_4,Thalamus_5,Thalamus_6,Thalamus_7,Thalamus_8,Thalamus_9,Thalamus_10,Thalamus_11,Thalamus_12,Thalamus_13,Thalamus_14,Thalamus_15,Thalamus_16,Thalamus_17,Thalamus_18,Thalamus_19,Medulla_0,Medulla_1,Medulla_2,Medulla_3,Output_0
Cortex_8,-0.012947,0.000000,0.172614,0.067727,0.118190,0.000000,0.057369,0.000000,0.000000,0.000000,0.000000,0.019691,0.071496,0.066808,0.158693,0.107522,0.019023,0.000000,0.119269,0.146271,0.100223,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.141681,-0.063705,-0.152973,-0.000000,-0.000000,-0.052985,-0.037065,-0.038390,-0.000000,-0.148075,-0.054163,-0.000000,-0.000000,-0.000000,-0.043600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.217545,0.312735,0.280361,0.264541,0.267274,0.320741,0.000000,0.310499,0.295372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_9,0.533470,0.000000,0.014038,0.000000,0.141083,0.031587,0.156902,0.095050,0.000000,0.002691,0.000000,0.000000,0.107872,0.107711,0.025859,0.088301,0.027243,0.058946,0.069356,0.195550,0.040881,0.000000,-0.120350,-0.032162,-0.039077,-0.234918,-0.000000,-0.000000,-0.053893,-0.000000,-0.000000,-0.022933,-0.000000,-0.019414,-0.030449,-0.000000,-0.142371,-0.042919,-0.150142,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195454,0.264065,0.234396,0.000000,0.234558,0.221337,0.000000,0.280659,0.299585,0.228711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_10,1.579243,0.000000,0.013441,0.052631,0.052830,0.094797,0.037175,0.000000,0.157554,0.010340,0.000000,0.000000,0.000000,0.049708,0.114824,0.070787,0.017400,0.000000,0.196663,0.007477,0.074999,0.076257,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.176867,-0.000000,-0.000000,-0.435160,-0.000000,-0.000000,-0.006620,-0.000000,-0.081939,-0.000000,-0.031688,-0.213936,-0.011587,-0.254517,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_11,1.972355,0.000000,0.000000,0.204515,0.015912,0.000000,0.070849,0.000000,0.045976,0.114261,0.000000,0.070740,0.059573,0.000000,0.199223,0.059967,0.043089,0.039312,0.080874,0.035371,0.047641,0.038031,-0.000000,-0.009783,-0.000000,-0.331215,-0.000000,-0.165195,-0.000000,-0.159068,-0.418760,-0.000000,-0.033032,-0.000000,-0.000000,-0.078515,-0.000000,-0.000000,-0.000000,-0.000000,-0.250181,-0.018043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_12,1.558254,0.000000,0.000000,0.162447,0.000000,0.247918,0.069287,0.000000,0.024335,0.069946,0.040394,0.000000,0.132418,0.060251,0.000000,0.112860,0.000000,0.180021,0.053323,0.000000,0.000000,0.065015,-0.183789,-0.030568,-0.000000,-0.000000,-0.264185,-0.190719,-0.027358,-0.000000,-0.000000,-0.035685,-0.061413,-0.000000,-0.014312,-0.105478,-0.171190,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_13,1.508758,0.000000,0.104863,0.000000,0.000000,0.083943,0.133290,0.121271,0.019391,0.000000,0.029231,0.000000,0.000000,0.154948,0.081520,0.000000,0.010112,0.000000,0.103673,0.000000,0.256098,0.008293,-0.154459,-0.041750,-0.000000,-0.000000,-0.244269,-0.195464,-0.000000,-0.147982,-0.000000,-0.000000,-0.047583,-0.000000,-0.000000,-0.143383,-0.000000,-0.000000,-0.194080,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_14,0.929004,0.000000,0.000000,0.032385,0.090606,0.245295,0.000000,0.072502,0.052517,0.075357,0.057906,0.059804,0.041854,0.085950,0.054327,0.143230,0.000000,0.112769,0.000000,0.051917,0.108806,0.003856,-0.000000,-0.000000,-0.031578,-0.277591,-0.000000,-0.161540,-0.000000,-0.000000,-0.000000,-0.000000,-0.067855,-0.033810,-0.025225,-0.081753,-0.160012,-0.047991,-0.000000,-0.033800,-0.217409,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_15,-0.008725,0.000000,0.000000,0.123632,0.215363,0.099538,0.000000,0.000000,0.124756,0.169374,0.218715,0.010181,0.023363,0.094387,0.066342,0.062390,0.053508,0.000000,0.122567,0.000000,0.116746,0.014788,-0.000000,-0.039175,-0.044528,-0.205778,-0.198123,-0.160018,-0.041882,-0.155085,-0.314995,-0.000000,-0.000000,-0.000000,-0.019687,-0.078538,-0.156922,-0.052099,-0.206855,-0.000000,-0.191568,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_16,1.354789,0.000000,0.144381,0.019184,0.018671,0.098297,0.188788,0.069044,0.068027,0.013567,0.099208,0.122208,0.083170,0.082013,0.029075,0.000000,0.000000,0.098765,0.000000,0.098707,0.133071,0.140232,-0.000000,-0.052041,-0.035469,-0.315071,-0.270947,-0.194552,-0.035987,-0.169293,-0.000000,-0.000000,-0.000000,-0.038541,-0.000000,-0.107042,-0.201026,-0.067581,-0.000000,-0.067881,-0.245684,-0.034430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_17,0.515701,0.000000,0.040188,0.035888,0.069226,0.000000,0.115427,0.003439,0.078835,0.023659,0.089571,0.296293,0.050207,0.041373,0.014398,0.023258,0.040895,0.095013,0.151256,0.000000,0.000000,0.018676,-0.116988,-0.028863,-0.000000,-0.235891,-0.195728,-0.146075,-0.029532,-0.000000,-0.000000,-0.000000,-0.034170,-0.020795,-0.007382,-0.000000,-0.150714,-0.043276,-0.000000,-0.018810,-0.203313,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_18,1.261655,0.000000,0.000000,0.071963,0.100163,0.149572,0.123491,0.149052,0.119145,0.000000,0.000000,0.000000,0.125474,0.102503,0.000000,0.014895,0.042612,0.213379,0.116022,0.000000,0.000000,0.055309,-0.141872,-0.048463,-0.036903,-0.302769,-0.000000,-0.000000,-0.029528,-0.000000,-0.401009,-0.035337,-0.000000,-0.027615,-0.000000,-0.089567,-0.163479,-0.000000,-0.191810,-0.030411,-0.232298,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Cortex_19,0.361517,0.000000,0.000000,0.082091,0.091236,0.152842,0.065364,0.016570,0.095283,0.044303,0.115424,0.019560,0.005195,0.000000,0.126185,0.065734,0.267217,0.055015,0.050545,0.000000,0.065707,0.000000,-0.000000,-0.000000,-0.025785,-0.228648,-0.202839,-0.164280,-0.032755,-0.158704,-0.000000,-0.000000,-0.049728,-0.015956,-0.020114,-0.097978,-0.151676,-0.000000,-0.194029,-0.000000,-0.000000,-0.029832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
